index,nearest_mrt_distance,planned_mrt_distance,planned_mrt_opening_year
104,0.0032327466238677,0.0102368765790445,2030
105,0.0047303578527203,0.0081866186304418,2025
106,0.0031094047628303,0.033584031578457,TBA
107,0.0043436851145664,0.0045869769730389,2040
108,0.0044720820053489,0.0078764521246605,2030
109,0.008228998106125,0.0081204460282328,2030
110,0.0076423357640941,0.0190759568521772,2040
111,0.010182621525982,0.0035067145379995,2032
112,0.0058197860881751,0.0560880698731181,2030
113,0.0049082380914078,0.032679809068728,2024
114,0.0052608639565654,0.0168620564463662,2027
115,0.0032807632910915,0.0191997079537402,TBA
116,0.002526406565588,0.0184197182850086,TBA
117,0.0047719514760068,0.0089365281114447,2027
118,0.0048694791767337,0.0129796693807194,2030
119,0.0021039386890433,0.0020037893416645,2030
120,0.0063223014342533,0.0646592298579877,2030
121,0.0077796175112121,0.0120073078990836,2030
122,0.0044232936370721,0.0044031968376519,2032
123,0.0097394080027768,0.0223339414442377,TBA
124,0.0086580856364495,0.0107553699870469,2027
125,0.0031592525558712,0.020654792875155,2030
126,0.0045597396114801,0.02720325287588,2024
127,0.0033837714055455,0.0165948339195849,2026
128,0.0095063601977214,0.0025816419968732,2027
129,0.0011050447802638,0.0242858385014597,2027
130,0.0024231548866615,0.0099161115584465,2030
131,0.0064190652876666,0.0514997841864427,2030
132,0.0073293097008701,0.0074705516185855,2040
133,0.0067799074193629,0.0095926786362293,2032
134,0.0104044855674064,0.0480125188278112,2030
135,0.0060582800294699,0.0552518810230879,2030
136,0.0076266945591405,0.0069192354556859,2027
137,0.0044375042898271,0.0190295501115921,2026
138,0.0074344443335122,0.0057883873653541,2024
139,0.0092755551441396,0.0090576521429058,2027
140,0.0068541144366927,0.0009912608470589,2030
141,0.0064860592682176,0.0189452043088116,TBA
142,0.004705680149278,0.0089020275316282,2025
143,0.0089322649551729,0.0155764405887319,2030
144,0.0063717875152988,0.0029649202287424,2026
145,0.0122149919837839,0.0057467983838028,2032
146,0.0061294503849397,0.0068012060656962,2027
147,0.0035847088952949,0.0037844123307364,2027
148,0.0033076708541576,0.0037518100317494,2030
149,0.0038340568435733,0.0139379149954291,2027
150,0.0062890833539554,0.0315101732258304,2030
151,0.005684220861752,0.0087274533696613,2030
152,0.0043215385192593,0.0123713837663528,2030
153,0.0070989318938693,0.005654804923094,2024
154,0.0057324484997846,0.0077690573485642,2026
155,0.0066686311956767,0.007016719428347,2032
156,0.0071656954583539,0.0188086630280477,2040
157,0.0050601946647058,0.0186412250143174,2030
158,0.0092239791050413,0.0088794191692226,2030
159,0.0047183175349405,0.0203768226050154,2030
160,0.0053126772981244,0.0058800271592295,2030
161,0.0073771135090112,0.0063556398279291,2027
162,0.0041160168084425,0.0272612480262244,2024
163,0.0013270199062059,0.0201550174415,2026
164,0.0019603327101045,0.0462312910731192,2030
165,0.0066987865311349,0.0180267015184508,2032
166,0.0073903202873552,0.0537626453272018,2030
167,0.002596719095936,0.010859824482215,TBA
168,0.0036607262860618,0.0138936099000605,2028
169,0.0012762271951906,0.050322875385844,2030
170,0.0097182712742236,0.0040629348746358,2032
171,0.0063540764066947,0.0199972582969494,2032
172,0.0081851341517947,0.0233683707112882,2027
173,0.0077584624150436,0.0074000652168114,2024
174,0.0022630802046565,0.0063637258678555,2030
175,0.0051054101006764,0.0110839509064162,2030
176,0.0103506257157943,0.0112875404683298,2030
177,0.0064184581324281,0.0518234666348447,2030
178,0.0071579788006648,0.0104786749923319,2030
179,0.0051532680978211,0.0204200293000461,2030
180,0.0102562741081678,0.0241395299485646,2026
181,0.0080772279330508,0.007913660962565,2030
182,0.0019470437752634,0.0005019154495078,2030
183,0.0045385948869902,0.0194743381516889,2030
184,0.0031703072054874,0.0111360764313387,TBA
185,0.0082439224379196,0.008476550138379,2027
186,0.0026434916249896,0.0223621563515947,2026
187,0.010162154652537,0.0259412365127273,2026
188,0.0013657262190133,0.0153607753443066,2025
189,0.0125871433624163,0.0565753881711176,2030
190,0.00547590790465,0.0118521637263102,2028
191,0.0016936514812444,0.0018701657903321,2032
192,0.0137493189162462,0.0037928192282182,2032
193,0.0047019124661983,0.0114691561564791,2040
194,0.0050195940785845,0.0542075380607581,2030
195,0.0041924115195009,0.0122115084513993,2030
196,0.0066565625641756,0.0040565240779219,2028
197,0.0105839219902729,0.0398270799172915,2030
198,0.0055386796737538,0.0651120633530533,2030
199,0.0068229017219325,0.0076136187528873,2028
200,0.0093039508328231,0.0094421552085854,2030
201,0.000822178994571,0.007508063183058,2030
202,0.0007992894590346,0.0009164795294996,2032
203,0.0032275368275504,0.04812075475641,2030
204,0.0030715618686135,0.0244079964522522,TBA
205,0.0034273035545066,0.0168587436662463,2030
206,0.0064119228662857,0.006147576677363,2027
207,0.0078147909504631,0.0138256159884662,2030
208,0.0055619147899738,0.0648054901995867,2030
209,0.00466751340473,0.0045218165759782,2032
210,0.003639988598394,0.0034032800329477,2027
211,0.0095122710953768,0.0142769126731815,2030
212,0.008468379197463,0.0082789622552426,2032
213,0.005364247891589,0.0135773297157677,2030
214,0.0066565625641756,0.0040565240779219,2028
215,0.0032775154318871,0.0142489496731317,2030
216,0.0160752200489625,0.014884003335952,2029
217,0.0059776663703068,0.0066185668150393,TBA
218,0.0048950074690981,0.0051167493350614,2040
219,0.0043217517061613,0.0043067002941072,2025
220,0.002496134993415,0.0296070251082907,2024
221,0.0024005405245946,0.0027335100902859,2030
222,0.002943250311074,0.062390725031663,2030
223,0.0037604649275822,0.0499591143075353,2030
224,0.0046637765122772,0.0162345947787469,2030
225,0.0062664136017422,0.0113690753993354,2030
226,0.0065982945800401,0.0620192182885386,2030
227,0.0073548486115364,0.0123639856972743,2030
228,0.0074761864833158,0.0100084098909632,2030
229,0.0069335609463802,0.0067130294190415,2030
230,0.0015980377650021,0.0163581304432287,2025
231,0.0115512420461013,0.00780106395264,2032
232,0.0027182956971038,0.0028134129401427,2032
233,0.005721936860635,0.0491256049412412,2030
234,0.0022429588685236,0.0103036351037583,2030
235,0.0058279255176974,0.0034167149598549,2026
236,0.0095835340852689,0.0103199137568904,2032
237,0.0134279339136123,0.0044911564318774,2030
238,0.0060219755458929,0.0058469866446271,2032
239,0.0046889794983883,0.0229402362286796,TBA
240,0.005965649142784,0.0070210750634039,2025
241,0.0081177452450124,0.0081693350682348,2024
242,0.0050373980143213,0.0044641811554715,2027
243,0.006192440206008,0.006456276091319,2030
244,0.0020399452534461,0.015194483557395,2027
245,0.0072249840026518,0.0203085537049972,2027
246,0.0043558272358025,0.0082160035878449,2030
247,0.0145307183636098,0.0062294254547764,2027
248,0.0043192965788765,0.0611516829305688,2030
249,0.0032004764447659,0.0206772396760992,2024
250,0.005008780492544,0.0559209224057973,2030
251,0.0020203436773714,0.0141541393985949,2026
252,0.0095543710867754,0.0051885324080606,2027
253,0.002210401058752,0.0154412803320433,2026
254,0.005675568332226,0.0055267815295545,2032
255,0.0032370653731978,0.003419272619,2032
256,0.0031329468479395,0.0174790783664175,2024
257,0.0072761533044601,0.0013489526839595,2027
258,0.008472755646194,0.0065659878990539,2030
259,0.006034045038999,0.025132364924429,2026
260,0.0071010213047108,0.0025049994640906,2027
261,0.0018403621392407,0.0485553198253392,2030
262,0.0058743165599333,0.0489836336539562,2030
263,0.0056236287920333,0.0130230102420528,2030
264,0.0048670729262181,0.0051085884351721,2030
265,0.0020869946046715,0.017292876846287,2026
266,0.0083659447490727,0.007597608991912,2030
267,0.0045839510521873,0.0114954250919426,2030
268,0.0032652828166182,0.0163747963533827,2025
269,0.0048400511505733,0.0483368719494248,2030
270,0.003403251705323,0.0084254530330764,2040
271,0.0005437482649454,0.0265584890893611,TBA
272,0.0031094047628303,0.033584031578457,TBA
273,0.004904638252484,0.0256408556802723,2026
274,0.0020456262957457,0.0139829802507494,TBA
275,0.0026434916249896,0.0223621563515947,2026
276,0.009410420060833,0.0115167554446983,2026
277,0.0027860004971166,0.0187474687019836,2030
278,0.0038384304860539,0.013202725376992,2025
279,0.0089356694138181,0.0064849059717144,2028
280,0.0011096688139847,0.0085186893053133,2027
281,0.0096368359787032,0.0092992144427839,2030
282,0.0055121646203097,0.0103750303832773,2030
283,0.0075128671005436,0.0197744577627116,2032
284,0.0052558359513523,0.0169072629338499,2030
285,0.0058379299274605,0.0060832023852344,2030
286,0.0110542563343906,0.0067900206251287,2032
287,0.0028531557636829,0.0110179496546207,2026
288,0.0048124277030867,0.014783480472902,2030
289,0.001766956490726,0.006912777076011,2030
290,0.0038818642683464,0.0177194511149607,2030
291,0.0095863101304673,0.0098519295599707,2032
292,0.0176239516311192,0.0044267741490076,2024
293,0.0049308031528936,0.0209496860329141,2040
294,0.0041408439980507,0.0043934764523354,2027
295,0.0031798073150324,0.0051281167026925,2030
296,0.0024729997889319,0.0108935862381083,2027
297,0.0023846805059246,0.0146108147275625,2030
298,0.013907702476782,0.0046425743376837,2030
299,0.0069919861580637,0.0073197746205037,2030
300,0.0054148294070309,0.0041666492547786,2030
301,0.0042865970607965,0.0609073540361996,2030
302,0.0097375007493172,0.0121462268723555,2032
303,0.0017166407900908,0.0154969638511849,2024
304,0.0024736631567255,0.0220194367446133,2025
305,0.0060931860418463,0.0279136139627864,TBA
306,0.0042797282264652,0.0033928027709342,2030
307,0.0098064497804726,0.0087357026519568,2030
308,0.0037666974961208,0.0308515546341782,TBA
309,0.003218012852492,0.0142758210655017,TBA
310,0.0091261328420529,0.0086610845921006,2032
311,0.0159709658146321,0.0143923383383737,2029
312,0.0051553663003727,0.0049556514735695,2032
313,0.0082406433155627,0.0086101095431625,2032
314,0.0038116967798698,0.0218281550027847,2030
315,0.0171431882358061,0.0028094403680959,2030
316,0.0031793693852645,0.0099876828229551,2028
317,0.0101475881334679,0.0592489347320183,2030
318,0.0108153798778153,0.0143424370584418,2025
319,0.0069308233539944,0.0118784294913192,2028
320,0.0060049296644178,0.0586015510767639,2030
321,0.0061294503849397,0.0068012060656962,2027
322,0.0021364518459599,0.0164580403661848,2024
323,0.0042371585673053,0.0216915329138662,2032
324,0.0027010679791107,0.0446596161005485,2030
325,0.0069764194570893,0.0092654595205744,2030
326,0.0038519622246389,0.0472810224249618,2030
327,0.014622237758902,0.0229743484023054,2032
328,0.0101111222573495,0.0191401290605027,2028
329,0.0058134320190163,0.005781571082916,2025
330,0.0116460770791746,0.0073652994161436,2032
331,0.0019332829665755,0.0186571549328979,2027
332,0.0117111515920769,0.002046464648085,2027
333,0.0078388715242397,0.002367252104824,2028
334,0.0015286004115245,0.0246163512241807,2026
335,0.0039957032806177,0.0202175888452125,2025
336,0.0121930789933747,0.0588728555643967,2030
337,0.0086997408891313,0.0143586151401672,2032
338,0.0067409112937839,0.0019804350890194,2028
339,0.009955043541283,0.0081139308045857,2027
340,0.0075895922260188,0.0185680411446074,2030
341,0.0019993053639537,0.0613746412190518,2030
342,0.0027260389570418,0.0243095749976094,2024
343,0.0061353061195068,0.0058763535570852,2027
344,0.0049738839858654,0.0164117743561771,2032
345,0.0067974415870443,0.0481617324986815,2030
346,0.0078922734205502,0.0242850856781274,TBA
347,0.0013962997061414,0.013978073262833,2032
348,0.0038145916447322,0.0129505556311525,2030
349,0.0031459184702638,0.0217945201901063,2025
350,0.0112012267523215,0.0113702501781691,2032
351,0.0058388161530105,0.0057586446790965,2032
352,0.0038973457207803,0.015590286203546,2030
353,0.0025513067767513,0.0133622710713049,2032
354,0.0035240019727538,0.0065276434285508,2028
355,0.0034037172105398,0.016234025473055,2030
356,0.0133249411552374,0.0053115794933288,2030
357,0.0018416485690699,0.0804759268780416,2030
358,0.006365787991859,0.0055306749964745,2030
359,0.0074081332504266,0.0067210894178802,2024
360,0.0065410319629259,0.0044599796591791,2027
361,0.0007207885372714,0.0491909003788572,2030
362,0.006239753968256,0.0263916970386573,2026
363,0.0055043530421578,0.0045984332230852,2028
364,0.0054469201878412,0.0503414830802821,2030
365,0.0046738147032626,0.0159684248190587,2040
366,0.0056512935930206,0.0059127726093359,2027
367,0.00705613901716,0.0041145053528766,2030
368,0.0055918494910805,0.0058044523721418,2030
369,0.0051628268731942,0.0774135754783775,2030
370,0.0070050296631777,0.010428844168033,2025
371,0.0080634829968105,0.006300426112266,2030
372,0.0063181106998968,0.0065351996428033,2030
373,0.0035835614120486,0.0313413598457221,2024
374,0.0055303701060846,0.0083632715901165,2030
375,0.0055971538050295,0.0088391647553248,2030
376,0.0030814532089866,0.0127877237115981,2024
377,0.0056879402041317,0.000980646193,2028
378,0.0087005636015507,0.0040776907947714,2028
379,0.0018060874454528,0.0145521329875541,2026
380,0.0028800326460285,0.0288403464423709,2024
381,0.0082676024791783,0.0084228214361854,2040
382,0.02016926783524,0.0205233483490801,2030
383,0.005625336535504,0.0063011374509611,2032
384,0.0018966843979465,0.0484044384241273,2030
385,0.0039667463853772,0.0041268704295392,2040
386,0.0163902311858219,0.0128073709276223,2029
387,0.0069127366847636,0.038447889402456,2030
388,0.0086033100299877,0.009232456089623,2030
389,0.0012000830855289,0.0013855703057759,2032
390,0.0036414432539496,0.0155206265076923,2030
391,0.0128290843200493,0.0090049502385265,2032
392,0.0070651098865141,0.0110293075833434,2030
393,0.0040728054875871,0.0117347991246865,2030
394,0.00465270049612,0.0089218890417106,2030
395,0.0041500914953229,0.0040025425887892,2027
396,0.0150801688999799,0.0081510349115898,2032
397,0.0086274924891718,0.0646341175227258,2030
398,0.0050018831457482,0.0111217138145567,2027
399,0.0034462749725006,0.0093904128378145,2030
400,0.0070338898143007,0.0073867379620555,2032
401,0.0024308606467375,0.016857597610938,2027
402,0.0072330266524592,0.0285968888969148,TBA
403,0.0034289208527082,0.0217446205325888,2026
404,0.0042902075517666,0.0206090699400405,2026
405,0.0101795053580235,0.0063658184235838,2030
406,0.0125396722191062,0.01340555328671,2030
407,0.0079233198688628,0.0073302982599514,2030
408,0.0030767661847008,0.0194903631673668,2027
409,0.004003384838957,0.0107330841978906,2040
410,0.0069500257536589,0.0069058978197917,2025
411,0.0067033121195709,0.0064555493028095,2027
412,0.002916691872526,0.0124539642148059,2032
413,0.0058279255176974,0.0034167149598549,2026
414,0.0067128630450747,0.0076920020723138,2032
415,0.0030080668844792,0.0316217461480446,TBA
416,0.0042371585673053,0.0216915329138662,2032
417,0.0197901561185877,0.0176795229348331,2030
418,0.0031009473810571,0.0030676025096679,2025
419,0.0149509979291615,0.0029128055146608,2032
420,0.0042850695765533,0.0143280844335705,2028
421,0.0029722300097713,0.029119241304497,TBA
422,0.0023068508448636,0.0792675838453053,2030
423,0.0059544377184853,0.0467787897842392,2030
424,0.0103252930480786,0.0081709225957033,2032
425,0.0049931110437762,0.014552404918444,2030
426,0.0203693074340564,0.0185253802395868,2030
427,0.0070243970519286,0.052365618333484,2030
428,0.0058167777730497,0.0054294922676938,2032
429,0.0048621562177486,0.0164687152897053,2030
430,0.008556956624985,0.0075153275701745,2030
431,0.0019381628034807,0.0185094354300525,2027
432,0.0103525543391406,0.0216087967056495,2030
433,0.0050763586687931,0.0227617411084103,TBA
434,0.0108695707028292,0.0032637552533244,2027
435,0.0021659680090723,0.0182721400292219,2026
436,0.0060049296644178,0.0586015510767639,2030
437,0.0138703213532959,0.0056277417940059,2032
438,0.0015833992271926,0.0016291113421743,2032
439,0.0067827574142054,0.0072697622945017,2030
440,0.0061581377331116,0.0025283497933287,2030
441,0.0028020236801879,0.0219537052247238,2024
442,0.0045577812721231,0.0050594785493105,2030
443,0.0046689580411224,0.0046646387778274,2025
444,0.0059394194820616,0.006020561443631,2040
445,0.0134594283838623,0.0106563952178836,2032
446,0.007173606164271,0.0188829679669385,2030
447,0.0049851965509431,0.0231535176044993,2024
448,0.0058906266268943,0.006035482654485,2032
449,0.0025886058943519,0.014809348835961,TBA
450,0.002521088516498,0.0134023966475325,2028
451,0.0050588675062657,0.0143646074425224,2026
452,0.0094542891882099,0.0219284722686389,TBA
453,0.0040414122857792,0.0119330797449584,TBA
454,0.0068290590161066,0.0062823487956496,2030
455,0.0058209469491136,0.0661613910224097,2030
456,0.0037426255672076,0.0040026141653591,2027
457,0.0058462968983308,0.00779867275743,2027
458,0.0041829357921401,0.0042063457405554,2032
459,0.0055043530421578,0.0045984332230852,2028
460,0.0013046864166762,0.0099670551849493,2027
461,0.0078082153232922,0.0095897008135672,2026
462,0.0024308606467375,0.016857597610938,2027
463,0.007491743727651,0.0062869110086867,2028
464,0.0076236764222097,0.0190308688882877,2030
465,0.001331904431935,0.0006588598972376,2030
466,0.0127061295018195,0.0091006903954188,2030
467,0.0023772413206704,0.0183172917360999,2026
468,0.0064119228662857,0.006147576677363,2027
469,0.0184129680696094,0.0035277793560253,2024
470,0.007642747518693,0.0067659359797171,2030
471,0.003584170725214,0.009733913574141,2040
472,0.0029131177380329,0.0029211089457677,2025
473,0.0065294539064604,0.0134450937084875,2030
474,0.0060865207338405,0.0065257305692742,2032
475,0.0035018040452747,0.0048897018482674,2030
476,0.0030837574785342,0.0088424250623883,2027
477,0.0160917043716822,0.0015535562442445,2032
478,0.0098719921962798,0.0066746866243486,2032
479,0.0088220455920992,0.0048347102403536,2028
480,0.0079220734127735,0.0082785306192805,2040
481,0.0078814740503329,0.0195689557306467,2040
482,0.0062617944791581,0.0104802533240478,2030
483,0.0081869078063524,0.0019484422845072,2030
484,0.0062504232310348,0.0055259868055936,2030
485,0.0077171141831183,0.0047850872784139,2027
486,0.0074344443335122,0.0057883873653541,2024
487,0.0029722300097713,0.029119241304497,TBA
488,0.0045106496611215,0.0055463714118111,2030
489,0.0067072456392389,0.0091933289994249,2030
490,0.0079869206550152,0.0077965440037158,2040
491,0.0121708793559258,0.012335272787164,2032
492,0.0048675987411975,0.004736389288495,2027
493,0.0069227286287666,0.0538376352351143,2030
494,0.0026850361229975,0.0023351646020764,2030
495,0.0076367041619016,0.0085659848899186,2030
496,0.0063617311263592,0.0061705228115188,2032
497,0.0058744218404113,0.0086739755002384,2027
498,0.0060969575279581,0.0528696210975196,2030
499,0.0052103800558115,0.0140229678899283,2028
500,0.0060477548335514,0.0054676140543156,2030
501,0.0037413711834038,0.0463514628116995,2030
502,0.0013044159144884,0.0021741653640118,2032
503,0.0080851836988031,0.009046548734402,2040
504,0.006497184135025,0.0103099513080774,2030
505,0.0017149090249405,0.0135190025379291,2030
506,0.0048985753958644,0.0056641514052821,2032
507,0.0134594283838623,0.0106563952178836,2032
508,0.0057033116102613,0.0122842127171332,2028
509,0.0054634013133953,0.0177543230262425,2025
510,0.0076072665229741,0.008214833537965,2032
511,0.0052098156909104,0.0172599300171695,2030
512,0.006910442943009,0.0803000928751772,2030
513,0.0052246932316561,0.0080799265008079,2028
514,0.0024520144365679,0.015473823158546,TBA
515,0.0037368182305738,0.0233672158514148,TBA
516,0.0109031058367029,0.0007379455201201,2027
517,0.0059235350421536,0.0057301821084518,2032
518,0.000822178994571,0.007508063183058,2030
519,0.0024519172542958,0.0130773658800239,2028
520,0.009650292185708,0.0154842213138633,2030
521,0.0118939884943843,0.0132615322425509,2025
522,0.0097915140474342,0.0771596535219939,2030
523,0.0184123975572125,0.0042842646589682,2024
524,0.0062048523845114,0.0056014426100217,2030
525,0.004710460334203,0.0497375211893799,2030
526,0.0107358718690363,0.0120544898358185,2032
527,0.0137866179950892,0.0563266403616502,2030
528,0.0070186110809387,0.0092624751814789,2025
529,0.0093010419151763,0.0157824491283402,2032
530,0.0037168959454632,0.0055633101105816,2027
531,0.003047725875045,0.0030638980786963,2025
532,0.0065460055024301,0.0062951870423794,2027
533,0.0057108174463608,0.0035025246989988,2030
534,0.0033530893313652,0.0618875705723581,2030
535,0.0065513878661075,0.0043220014981638,2027
536,0.0021788534306343,0.0134673790463538,2030
537,0.0065895181211708,0.0014357363332967,2027
538,0.0020264217106538,0.0159927644502808,2026
539,0.0053128058627291,0.0054965075278301,2040
540,0.0084194930566172,0.004709542343421,2032
541,0.0061195955950242,0.0639179815275026,2030
542,0.0082116023871512,0.0063853803503744,2030
543,0.0006409259044394,0.0203432156459168,2024
544,0.0008651250660933,0.0008276574517637,2032
545,0.0050428521403478,0.0078067454503527,2030
546,0.0079869206550152,0.0077965440037158,2040
547,0.0020399452534461,0.015194483557395,2027
548,0.0117473956883473,0.0102688115676934,2032
549,0.0145184309651863,0.0071460736451422,2032
550,0.0079218597575375,0.0061199608922438,2030
551,0.0036945175619538,0.0035027350240225,2032
552,0.0055931353890381,0.0185595920787674,2025
553,0.0057193937513162,0.0229872718347631,TBA
554,0.0067933720594028,0.00623071493731,2032
555,0.0112718327036236,0.0129101128610595,2026
556,0.0067792535622132,0.0133456902383047,2030
557,0.0110603363865723,0.0123799551891549,2026
558,0.0014116628570821,0.0178356354739555,2030
559,0.004904638252484,0.0256408556802723,2026
560,0.0146770251114679,0.0036307637488773,2032
561,0.0049931110437762,0.014552404918444,2030
562,0.0058823474489601,0.0019338986752103,2027
563,0.0110799670718021,0.0108667762354182,2027
564,0.0080917545518365,0.0090747166090394,2030
565,0.0094707332174123,0.0136807111275936,2030
566,0.0025234975681033,0.0612170745021611,2030
567,0.0025234975681033,0.0612170745021611,2030
568,0.0118528498083592,0.0247949677549814,TBA
569,0.007396716318998,0.0041139849778279,2027
570,0.0057154428212326,0.061238068516413,2030
571,0.0037747672717344,0.0312420661326885,2024
572,0.0122294337371932,0.0071660100946485,2032
573,0.0058670133856021,0.010681231787931,2026
574,0.0060931860418463,0.0279136139627864,TBA
575,0.0073723952016454,0.0198739580271684,2032
576,0.0055590031750806,0.0042656795719743,2026
577,0.005056942930503,0.0102673675315802,2032
578,0.0108426747284842,0.0066320950274313,2026
579,0.0060173424503905,0.0216663230583511,TBA
580,0.0015445072804437,0.0173771105144752,TBA
581,0.0165034861751886,0.0016812945517863,2024
582,0.0018507941512319,0.0016097960313794,2027
583,0.0058167777730497,0.0054294922676938,2032
584,0.0038160419478292,0.0041666549300454,2032
585,0.0052098156909104,0.0172599300171695,2030
586,0.0039513172614449,0.0108337650836068,2032
587,0.0087005636015507,0.0040776907947714,2028
588,0.0044746679417348,0.0045490888675275,2032
589,0.0071613569172312,0.0101206558730865,2040
590,0.002759005345036,0.0160154078708917,2024
591,0.0039337404389421,0.0225101840447477,2025
592,0.00458367466086,0.0144088363414672,2030
593,0.0036149545448681,0.0303980096384405,TBA
594,0.0076953561364518,0.0084034708211923,2030
595,0.0055246230503435,0.0107247318470938,2030
596,0.0015934274043984,0.0127917791128077,2040
597,0.0042182352897372,0.0159851269782858,2030
598,0.0055467413386465,0.0123121136003125,2030
599,0.0044536972452687,0.0059556897684862,2030
600,0.0081791262690219,0.0085187108717411,2040
601,0.0025261466355493,0.0517196831651807,2030
602,0.010304934610777,0.0152317189660292,2030
603,0.0179037477761765,0.0031944340158472,2024
604,0.0037068252165331,0.0121916506400724,2028
605,0.0056251324938217,0.054665031534648,2030
606,0.0047250361597476,0.0182614697455161,2032
607,0.0091714511433161,0.0099339520760145,2032
608,0.0098061541064125,0.0095494232756981,2027
